Tweet,Message,Match,Polarity
270, Also I got lost in the Bay store in Toronto because,lost,negative
271, RT   cressy  The COVID 19 crisis is an opportunity to end homelessness  But as part of our broader economic recovery  we could also upzo,NONE,neutral
272, tonic     With such a low bhakt IQ  whatsapp bhakt University has decided to sp,NONE,neutral
273, RT   squad  Enterprise blockchain firm Insolar with Canada s Toronto and Region Conservation Authority  TRCA  to pilot use cases for di,NONE,neutral
274, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
275, RT    Excited to announce my commitment to continue my education and football career at the University of Mount Union  Thank y,"excited,commitment,thank",positive
276, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
277, RT   squad  Enterprise blockchain firm Insolar with Canada s Toronto and Region Conservation Authority  TRCA  to pilot use cases for di,NONE,neutral
278, RT     DYK University of Toronto is offering a  FREE  online course    consisting of 4 modules    to help you manage  anxiety  amp   m,NONE,neutral
279, RT    Ontario currently has just one week s worth of critical personal protective equipment for front line health care workers s,"worth,protective",positive
280, RT    University of St  Thomas offers empty residence hall room to hospitals via      BeYourBoldSelf  WeAreCeltS,NONE,neutral
281, RT    Some luck is involved   but so is early preparation and leadership  argues a Toronto epidemiologist  COVID19  Coronavirus,luck,positive
282, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
283, RT   75  Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of British Columbia i,NONE,neutral
284, RT   5  Even in Canada there s no where Toronto  deeps,NONE,neutral
285, RT    Fenves has been president of the university since 2015,NONE,neutral
286, BorisJohnson Get well soon  Fight fight fight   you can do it  May God bless you and heal you  With love  from Toronto  Canada,"well,bless,heal,love",positive
287, A Canadian nurse in Toronto came home from her,NONE,neutral
288, RT   75  Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of British Columbia i,NONE,neutral
289, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
290, RT   75  Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of British Columbia i,NONE,neutral
291, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
292, RT    Parmish Verma at KCC Institute of Legal and Higher Education Delhi NCR Greater Noida  Grade  A  College of IP University,NONE,neutral
293, RT   75  Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of British Columbia i,NONE,neutral
294, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
295, Fenves has been president of the university since 2015,NONE,neutral
296, RT      This online education system is a complete flop  University s purpose is to educate not to complete the,NONE,neutral
297, RT    JUST IN    President Greg Fenves is leaving  UT for Emory University  according to multiple reports,NONE,neutral
298, RT      canada       That was Mr  Harper  too  They are amazingly picky about c,NONE,neutral
299, RT   75  Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of British Columbia i,NONE,neutral
300, RT     Despite this support  Postmedia and Torstar  Canada s largest producers of daily newspapers  are in dire financial straits,NONE,neutral
301, RT    Ontario s police watchdog says Peel police were sent to an address in Brampton because of a domestic situation  After an in,NONE,neutral
302, The numbers here do not lie  Make certain you attend the university of your choice for the education you can obtain,lie,negative
303, we had a trip planned to Toronto  our first vacation  amp  our last chance to do so before o,NONE,neutral
304, 3M makes deal with White House  says Canada will continue to receive N95 masks,NONE,neutral
305, RT    JUST IN    President Greg Fenves is leaving  UT for Emory University  according to multiple reports,NONE,neutral
306, RT    Some luck is involved   but so is early preparation and leadership  argues a Toronto epidemiologist  COVID19  Coronavirus,luck,positive
307, RT    NEW  President Miaoulis says the university is carefully reviewing the CARES Act in terms of how it can provide support,support,positive
308, Fenves has been president of the university since 2015,NONE,neutral
309, RT    JUST IN    President Greg Fenves is leaving  UT for Emory University  according to multiple reports,NONE,neutral
310, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
311, RT     Toronto is one of the most multicultural and diverse cities in the world  but most travel articles recommend seeing t,recommend,positive
312, RT    JUST IN    President Greg Fenves is leaving  UT for Emory University  according to multiple reports,NONE,neutral
313, RT   75  Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of British Columbia i,NONE,neutral
314, RT    Ontario s police watchdog says Peel police were sent to an address in Brampton because of a domestic situation  After an in,NONE,neutral
315, RT    JUST IN    President Greg Fenves is leaving  UT for Emory University  according to multiple reports,NONE,neutral
316, RT    Teachers and education staff have been working hard to provide flexible teaching solutions for all students  As a pare,NONE,neutral
317, RT    Midwives don t wear capes  but they are heroes in our eyes   We might be a little biased   Tweet us your story with a,biased,negative
318, Contagious singing as Corona Community Chorus unites voices  music  canada  live music toronto  The Chicago Project,contagious,negative
319, Even when you go the Canada you ll find out that there s no where Toronto  Mad guy,mad,negative
320, en Cel Presbyterians back then had a good reputation because set up the Syrian Protestant College   today s A,"good,reputation",positive
321, RT    The finalists for the inaugural Environmental  amp  Climate Change Award    Charlotte Morritt Jacobs  APTN   Sarah Leavitt  CBC News,award,positive
322, JUST IN    President Greg Fenves is leaving  UT for Emory University  according to multiple reports,NONE,neutral
323, RT   75  Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of British Columbia i,NONE,neutral
324, Southern Utah University Community Education to offer free online mini classes for public during quarantine   St Ge,free,positive
325, RT   75  Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of British Columbia i,NONE,neutral
326, Griffith University  Gold Coast  Australia         Exotic Education  Click Link    Cl,gold,positive
327, RT    Canadians can go to   for information about the Canada Emergency Response Benefit   Service Canada an,NONE,neutral
328, Ontario has only 1 week supply of  critical  protective equipment left  premier  DougFord says  The province has th,"protective,premier",positive
329, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
